ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Nivel_gravedad,Categoria,Frecuencia_similar,Personas_afectadas,Fecha
5649,Camilo,33.0,M,Pereira,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-11-10,0,0,0,LEVE,Educación,1,1,2023-11-10
5650,Valentina,78.0,Otro,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-01-15,0,0,1,LEVE,Medio Ambiente,1,1,2024-01-15
5651,Pedro,20.0,Otro,Cali,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-08-12,0,0,0,GRAVE,Medio Ambiente,1,1,2023-08-12
5652,Camilo,18.0,F,Pereira,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-07-03,1,1,0,GRAVE,Medio Ambiente,1,1,2023-07-03
5653,Carlos,45.0,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2023-05-20,0,1,0,LEVE,Seguridad,1,1,2023-05-20
5654,María,36.0,M,Cartagena,queremos más presencia policial.,Seguridad,Urgente,2023-06-04,1,0,0,GRAVE,Seguridad,1,1,2023-06-04
5655,Carlos,32.0,F,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-02-13,1,0,0,GRAVE,Medio Ambiente,1,1,2023-02-13
5656,Sofía,17.0,,Barranquilla,las basuras no se recogen a tiempo.,Educación,Urgente,2024-10-23,1,0,1,GRAVE,Educación,1,1,2024-10-23
5657,Camilo,30.0,F,Cali,no hay suficientes escuelas públicas.,Salud,Urgente,2023-01-20,1,0,0,GRAVE,Salud,1,1,2023-01-20
5658,Camilo,47.0,,Santa Marta,queremos más presencia policial.,Medio Ambiente,Urgente,2024-07-28,1,0,1,GRAVE,Medio Ambiente,1,1,2024-07-28
5659,Juan,59.0,Otro,Pereira,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-10-04,0,1,0,LEVE,Salud,1,1,2023-10-04
5660,Laura,51.0,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-02-27,1,1,0,GRAVE,Salud,1,1,2024-02-27
5661,Camilo,49.0,Otro,Bogotá,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-04-20,0,1,1,LEVE,Seguridad,1,1,2023-04-20
5662,María,32.0,F,Bogotá,hay problemas con la recolección de basura.,Educación,Urgente,2023-03-10,1,1,0,GRAVE,Educación,1,1,2023-03-10
5663,Camilo,22.0,F,Pereira,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-02-17,0,1,0,GRAVE,Medio Ambiente,1,1,2023-02-17
5664,Valentina,15.0,F,Bogotá,las basuras no se recogen a tiempo.,Salud,No urgente,2023-02-08,1,1,0,LEVE,Salud,1,1,2023-02-08
5665,Carlos,35.0,Otro,Manizales,falta agua potable en varias casas.,Educación,Urgente,2024-05-08,0,1,1,GRAVE,Educación,1,1,2024-05-08
5666,Carlos,,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Salud,No urgente,2024-07-09,1,1,0,LEVE,Salud,1,1,2024-07-09
5667,María,36.0,,Barranquilla,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-06-03,0,1,1,LEVE,Educación,1,1,2024-06-03
5668,Jorge,15.0,M,Santa Marta,hay problemas con la recolección de basura.,Salud,No urgente,2023-07-07,0,0,0,LEVE,Salud,1,1,2023-07-07
5669,Ana,20.0,F,Cali,las basuras no se recogen a tiempo.,Educación,No urgente,2023-11-20,1,0,0,LEVE,Educación,1,1,2023-11-20
5670,Carlos,57.0,Otro,Pereira,no hay suficientes escuelas públicas.,Educación,Urgente,2024-01-13,0,0,1,GRAVE,Educación,1,1,2024-01-13
5671,Pedro,25.0,Otro,Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-02-03,1,1,0,GRAVE,Educación,1,1,2024-02-03
5672,Juan,19.0,M,Barranquilla,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-09-28,1,1,1,LEVE,Seguridad,1,1,2023-09-28
5673,Pedro,53.0,Otro,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-07-03,1,0,1,GRAVE,Medio Ambiente,1,1,2024-07-03
5674,Juan,48.0,Otro,Cúcuta,,Salud,Urgente,2023-06-12,0,1,0,GRAVE,Salud,1,1,2023-06-12
5675,Valentina,48.0,M,Bucaramanga,faltan médicos en el centro de salud.,Educación,Urgente,2024-02-28,0,1,1,GRAVE,Educación,1,1,2024-02-28
5676,Laura,56.0,F,Cúcuta,falta agua potable en varias casas.,Seguridad,Urgente,2023-01-18,0,1,0,GRAVE,Seguridad,1,1,2023-01-18
5677,Sofía,58.0,Otro,Bogotá,,Medio Ambiente,No urgente,2023-12-12,0,1,1,LEVE,Medio Ambiente,1,1,2023-12-12
5678,Pedro,30.0,Otro,Pereira,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-08-11,0,0,0,LEVE,Educación,1,1,2023-08-11
5679,Pedro,40.0,Otro,Medellín,faltan médicos en el centro de salud.,Seguridad,No urgente,2024-09-19,0,0,1,LEVE,Seguridad,1,1,2024-09-19
5680,Juan,45.0,Otro,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,2023-03-27,1,1,1,GRAVE,Salud,1,1,2023-03-27
5681,Camilo,27.0,M,Barranquilla,falta agua potable en varias casas.,Seguridad,Urgente,2024-01-07,0,1,0,GRAVE,Seguridad,1,1,2024-01-07
5682,Juan,58.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-08-17,0,1,1,LEVE,Medio Ambiente,1,1,2024-08-17
5683,Laura,15.0,,Cartagena,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-04-20,0,1,1,GRAVE,Medio Ambiente,1,1,2024-04-20
5684,Laura,67.0,Otro,Bogotá,faltan médicos en el centro de salud.,Educación,Urgente,2024-05-17,0,1,0,GRAVE,Educación,1,1,2024-05-17
5685,Sofía,79.0,F,Bucaramanga,la contaminación del río está aumentando.,Salud,No urgente,2023-07-07,1,0,0,LEVE,Salud,1,1,2023-07-07
5686,Valentina,31.0,Otro,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-05-05,0,1,0,LEVE,Medio Ambiente,1,1,2023-05-05
5687,Valentina,72.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Salud,No urgente,2023-06-29,1,1,1,LEVE,Salud,1,1,2023-06-29
5688,Pedro,39.0,Otro,Bucaramanga,queremos más presencia policial.,Salud,No urgente,2023-12-10,0,1,1,LEVE,Salud,1,1,2023-12-10
5689,Laura,23.0,F,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-09-30,0,1,0,GRAVE,Educación,1,1,2024-09-30
5690,María,68.0,M,Manizales,la contaminación del río está aumentando.,Seguridad,Urgente,2023-01-12,0,0,0,GRAVE,Seguridad,1,1,2023-01-12
5691,Pedro,34.0,M,Santa Marta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-11-03,1,0,0,LEVE,Medio Ambiente,1,1,2023-11-03
5692,María,33.0,Otro,Manizales,,Salud,No urgente,2024-07-03,0,0,0,LEVE,Salud,1,1,2024-07-03
5693,Sofía,45.0,F,Cúcuta,no hay suficientes escuelas públicas.,Salud,No urgente,2024-09-02,1,0,1,LEVE,Salud,1,1,2024-09-02
5694,Juan,33.0,Otro,Pereira,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-07-09,0,0,0,GRAVE,Seguridad,1,1,2024-07-09
5695,María,41.0,Otro,Manizales,queremos más presencia policial.,Salud,Urgente,2024-04-11,1,0,1,GRAVE,Salud,1,1,2024-04-11
5696,Pedro,55.0,Otro,Bogotá,queremos más presencia policial.,Salud,No urgente,2024-04-29,0,1,1,LEVE,Salud,1,1,2024-04-29
5697,Camilo,,F,Santa Marta,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-12-19,1,1,1,LEVE,Seguridad,1,1,2023-12-19
5698,María,44.0,,Cali,las basuras no se recogen a tiempo.,Seguridad,Urgente,2023-11-06,0,1,1,GRAVE,Seguridad,1,1,2023-11-06
5699,Ana,22.0,M,Santa Marta,no hay suficientes escuelas públicas.,Educación,No urgente,2024-10-27,0,0,0,LEVE,Educación,1,1,2024-10-27
5700,Laura,65.0,M,Barranquilla,la contaminación del río está aumentando.,Educación,No urgente,2024-10-28,0,0,1,LEVE,Educación,1,1,2024-10-28
5701,Laura,75.0,M,Bucaramanga,hay problemas con la recolección de basura.,Educación,Urgente,2024-10-06,0,0,0,GRAVE,Educación,1,1,2024-10-06
5702,Valentina,31.0,F,Santa Marta,la contaminación del río está aumentando.,Seguridad,Urgente,2024-07-30,0,1,0,GRAVE,Seguridad,1,1,2024-07-30
5703,Pedro,53.0,F,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,2024-06-08,0,1,1,GRAVE,Salud,1,1,2024-06-08
5704,Sofía,15.0,F,Cartagena,queremos más presencia policial.,Medio Ambiente,No urgente,2023-12-15,1,0,0,LEVE,Medio Ambiente,1,1,2023-12-15
5705,Ana,21.0,F,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-09-05,1,1,0,LEVE,Medio Ambiente,1,1,2023-09-05
5706,Carlos,50.0,F,Bucaramanga,hay problemas con la recolección de basura.,Educación,No urgente,2023-12-31,0,1,1,LEVE,Educación,1,1,2023-12-31
5707,Valentina,27.0,F,Cúcuta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-01-12,0,0,0,GRAVE,Salud,1,1,2024-01-12
5708,Laura,41.0,F,Medellín,falta agua potable en varias casas.,Salud,No urgente,2024-01-08,0,0,1,LEVE,Salud,1,1,2024-01-08
5709,Camilo,15.0,F,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-01-15,0,1,1,LEVE,Medio Ambiente,1,1,2024-01-15
5710,Juan,57.0,M,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-02-07,1,0,0,GRAVE,Seguridad,1,1,2024-02-07
5711,Camilo,26.0,F,Pereira,queremos más presencia policial.,Seguridad,No urgente,2023-11-18,1,1,0,LEVE,Seguridad,1,1,2023-11-18
5712,Sofía,42.0,,Manizales,falta agua potable en varias casas.,Salud,Urgente,2024-07-15,0,1,1,GRAVE,Salud,1,1,2024-07-15
5713,Camilo,15.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-04-19,1,1,1,GRAVE,Medio Ambiente,1,1,2024-04-19
5714,Pedro,53.0,F,Cartagena,falta agua potable en varias casas.,Seguridad,Urgente,2024-07-07,0,0,0,GRAVE,Seguridad,1,1,2024-07-07
5715,Camilo,33.0,F,Manizales,queremos más presencia policial.,Salud,No urgente,2024-03-16,1,0,0,LEVE,Salud,1,1,2024-03-16
5716,Ana,19.0,M,Medellín,queremos más presencia policial.,Seguridad,No urgente,2023-08-10,1,1,1,LEVE,Seguridad,1,1,2023-08-10
5717,Juan,,F,Santa Marta,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-10-12,1,0,0,GRAVE,Salud,1,1,2023-10-12
5718,Ana,31.0,M,Pereira,faltan médicos en el centro de salud.,Salud,Urgente,2024-01-20,1,1,1,GRAVE,Salud,1,1,2024-01-20
5719,Ana,44.0,M,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-07-02,1,0,0,GRAVE,Medio Ambiente,1,1,2024-07-02
5720,María,59.0,Otro,Cúcuta,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-03-27,0,0,1,LEVE,Medio Ambiente,1,1,2023-03-27
5721,Camilo,19.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-11-06,1,1,0,GRAVE,Medio Ambiente,1,1,2023-11-06
5722,Laura,73.0,M,Barranquilla,no hay suficientes escuelas públicas.,Educación,No urgente,2023-11-05,0,1,1,LEVE,Educación,1,1,2023-11-05
5723,Ana,26.0,M,Cartagena,no hay suficientes escuelas públicas.,Seguridad,Urgente,2023-09-24,0,1,0,GRAVE,Seguridad,1,1,2023-09-24
5724,Laura,74.0,M,Cúcuta,queremos más presencia policial.,Educación,Urgente,2024-07-02,0,1,1,GRAVE,Educación,1,1,2024-07-02
5725,Laura,69.0,Otro,Cúcuta,queremos más presencia policial.,Salud,No urgente,2024-08-23,0,0,0,LEVE,Salud,1,1,2024-08-23
5726,Laura,21.0,M,Cali,la contaminación del río está aumentando.,Educación,No urgente,2023-04-19,1,1,0,LEVE,Educación,1,1,2023-04-19
5727,Juan,23.0,F,Bucaramanga,la contaminación del río está aumentando.,Seguridad,No urgente,2024-07-01,1,1,0,LEVE,Seguridad,1,1,2024-07-01
5728,Pedro,20.0,M,Cartagena,falta agua potable en varias casas.,Salud,No urgente,2023-04-26,0,0,0,LEVE,Salud,1,1,2023-04-26
5729,María,59.0,Otro,Medellín,necesitamos más acceso a internet en la zona.,Educación,No urgente,2024-03-07,1,1,0,LEVE,Educación,1,1,2024-03-07
5730,Carlos,32.0,M,Cúcuta,queremos más presencia policial.,Medio Ambiente,No urgente,2023-09-12,1,0,1,LEVE,Medio Ambiente,1,1,2023-09-12
5731,Juan,17.0,Otro,Cartagena,falta agua potable en varias casas.,Seguridad,Urgente,2023-07-03,1,0,0,GRAVE,Seguridad,1,1,2023-07-03
5732,Sofía,32.0,M,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,2024-07-05,1,1,1,GRAVE,Salud,1,1,2024-07-05
5733,María,29.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-11-16,1,1,0,LEVE,Seguridad,1,1,2024-11-16
5734,Juan,75.0,Otro,Bucaramanga,queremos más presencia policial.,Salud,Urgente,2023-10-01,1,0,1,GRAVE,Salud,1,1,2023-10-01
5735,María,28.0,M,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-08-26,1,0,0,GRAVE,Medio Ambiente,1,1,2023-08-26
5736,Juan,58.0,F,Cúcuta,queremos más presencia policial.,Medio Ambiente,No urgente,2023-12-15,0,1,0,LEVE,Medio Ambiente,1,1,2023-12-15
5737,Valentina,55.0,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-02-09,1,1,0,LEVE,Educación,1,1,2023-02-09
5738,Sofía,35.0,F,Manizales,no hay suficientes escuelas públicas.,Educación,No urgente,2023-12-06,1,0,0,LEVE,Educación,1,1,2023-12-06
5739,Sofía,69.0,F,Bogotá,no hay suficientes escuelas públicas.,Salud,Urgente,2024-03-04,1,0,0,GRAVE,Salud,1,1,2024-03-04
5740,Ana,63.0,F,Medellín,queremos más presencia policial.,Educación,Urgente,2024-04-25,1,1,0,GRAVE,Educación,1,1,2024-04-25
5741,Jorge,68.0,M,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-10-06,1,1,1,LEVE,Medio Ambiente,1,1,2023-10-06
5742,Camilo,48.0,M,Cartagena,no hay suficientes escuelas públicas.,Educación,No urgente,2023-07-11,1,1,1,LEVE,Educación,1,1,2023-07-11
5743,María,58.0,Otro,Bucaramanga,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-01-10,0,0,1,GRAVE,Salud,1,1,2023-01-10
5744,Laura,44.0,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-05-08,1,1,1,LEVE,Seguridad,1,1,2024-05-08
5745,Laura,67.0,Otro,Santa Marta,faltan médicos en el centro de salud.,Salud,Urgente,2024-03-15,1,0,0,GRAVE,Salud,1,1,2024-03-15
5746,Sofía,27.0,F,Bogotá,las basuras no se recogen a tiempo.,Educación,Urgente,2024-05-12,0,1,1,GRAVE,Educación,1,1,2024-05-12
5747,María,73.0,M,Cartagena,no hay suficientes escuelas públicas.,Salud,No urgente,2024-02-11,0,0,0,LEVE,Salud,1,1,2024-02-11
5748,María,74.0,Otro,Cartagena,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-07-19,1,1,0,LEVE,Medio Ambiente,1,1,2024-07-19
5749,María,76.0,Otro,Cúcuta,las basuras no se recogen a tiempo.,Salud,No urgente,2024-02-20,1,0,1,LEVE,Salud,1,1,2024-02-20
5750,Ana,20.0,F,Manizales,no hay suficientes escuelas públicas.,Seguridad,Urgente,2024-07-09,0,0,1,GRAVE,Seguridad,1,1,2024-07-09
5751,Jorge,64.0,Otro,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-12-20,0,0,0,GRAVE,Seguridad,1,1,2023-12-20
5752,María,19.0,M,Manizales,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2024-11-08,0,0,0,GRAVE,Seguridad,1,1,2024-11-08
5753,Jorge,,M,Cúcuta,queremos más presencia policial.,Salud,No urgente,2024-07-13,1,1,1,LEVE,Salud,1,1,2024-07-13
5754,Carlos,74.0,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-09-22,1,1,0,GRAVE,Seguridad,1,1,2024-09-22
5755,María,64.0,M,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-10-25,0,0,1,LEVE,Medio Ambiente,1,1,2024-10-25
5756,Carlos,29.0,M,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,2023-02-24,0,1,0,GRAVE,Educación,1,1,2023-02-24
5757,Valentina,64.0,,Medellín,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-07-20,1,1,0,LEVE,Educación,1,1,2023-07-20
5758,Carlos,72.0,Otro,Manizales,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-07-04,1,0,1,GRAVE,Seguridad,1,1,2023-07-04
5759,Ana,51.0,M,Bogotá,queremos más presencia policial.,Seguridad,No urgente,2023-07-31,1,1,1,LEVE,Seguridad,1,1,2023-07-31
5760,Laura,79.0,M,Pereira,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-06-24,0,0,0,GRAVE,Seguridad,1,1,2023-06-24
5761,Laura,20.0,M,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-07-19,1,1,0,LEVE,Medio Ambiente,1,1,2023-07-19
5762,Ana,27.0,F,Santa Marta,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-06-27,1,0,1,LEVE,Educación,1,1,2024-06-27
5763,Juan,,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-02-09,1,1,0,GRAVE,Medio Ambiente,1,1,2023-02-09
5764,Jorge,34.0,M,Barranquilla,faltan médicos en el centro de salud.,Salud,No urgente,2023-03-07,1,0,1,LEVE,Salud,1,1,2023-03-07
5765,Camilo,63.0,F,Pereira,falta agua potable en varias casas.,Seguridad,Urgente,2024-01-20,1,1,1,GRAVE,Seguridad,1,1,2024-01-20
5766,Jorge,38.0,M,Medellín,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-07-21,1,0,1,LEVE,Medio Ambiente,1,1,2023-07-21
5767,María,42.0,F,Cali,falta agua potable en varias casas.,Educación,Urgente,2023-04-08,1,0,1,GRAVE,Educación,1,1,2023-04-08
5768,Pedro,65.0,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-02-16,1,0,0,GRAVE,Salud,1,1,2023-02-16
5769,Carlos,71.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-07-16,0,0,0,LEVE,Educación,1,1,2023-07-16
5770,Ana,24.0,F,Bogotá,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-10-25,0,0,0,GRAVE,Salud,1,1,2024-10-25
5771,Laura,,Otro,Barranquilla,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2024-12-01,1,0,1,LEVE,Seguridad,1,1,2024-12-01
5772,Valentina,58.0,Otro,Manizales,faltan médicos en el centro de salud.,Seguridad,No urgente,2024-02-23,0,0,0,LEVE,Seguridad,1,1,2024-02-23
5773,Laura,,M,Cali,,Salud,Urgente,2023-02-24,1,1,1,GRAVE,Salud,1,1,2023-02-24
5774,Juan,30.0,F,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-11-25,1,0,0,LEVE,Seguridad,1,1,2024-11-25
5775,Camilo,40.0,Otro,Bogotá,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-07-18,0,0,0,GRAVE,Seguridad,1,1,2023-07-18
5776,Camilo,,F,Medellín,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-06-21,0,1,0,GRAVE,Seguridad,1,1,2024-06-21
5777,Laura,77.0,M,Cartagena,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-04-25,1,1,1,LEVE,Medio Ambiente,1,1,2024-04-25
5778,Pedro,79.0,F,Santa Marta,necesitamos más acceso a internet en la zona.,Salud,No urgente,2024-05-19,0,0,1,LEVE,Salud,1,1,2024-05-19
5779,Ana,68.0,Otro,Barranquilla,queremos más presencia policial.,Salud,Urgente,2023-12-20,1,1,1,GRAVE,Salud,1,1,2023-12-20
5780,María,60.0,F,Pereira,necesitamos más acceso a internet en la zona.,Educación,Urgente,2024-07-30,0,0,1,GRAVE,Educación,1,1,2024-07-30
5781,Sofía,37.0,Otro,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-09-28,0,1,1,LEVE,Medio Ambiente,1,1,2024-09-28
5782,Carlos,26.0,Otro,Medellín,,Educación,Urgente,2024-09-29,0,1,1,GRAVE,Educación,1,1,2024-09-29
5783,María,26.0,Otro,Pereira,la contaminación del río está aumentando.,Seguridad,Urgente,2023-01-29,1,0,0,GRAVE,Seguridad,1,1,2023-01-29
5784,Ana,29.0,Otro,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-02-07,1,0,1,GRAVE,Seguridad,1,1,2024-02-07
5785,Sofía,69.0,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-02-05,1,1,1,LEVE,Educación,1,1,2023-02-05
5786,Carlos,52.0,F,Cúcuta,falta agua potable en varias casas.,Salud,Urgente,2023-11-14,1,0,1,GRAVE,Salud,1,1,2023-11-14
5787,Valentina,27.0,Otro,Santa Marta,,Educación,No urgente,2024-01-08,0,0,1,LEVE,Educación,1,1,2024-01-08
5788,Camilo,27.0,M,Cúcuta,queremos más presencia policial.,Seguridad,No urgente,2024-02-10,1,0,1,LEVE,Seguridad,1,1,2024-02-10
5789,Valentina,73.0,F,Medellín,no hay suficientes escuelas públicas.,Educación,No urgente,2023-12-02,1,1,1,LEVE,Educación,1,1,2023-12-02
5790,Laura,63.0,Otro,Pereira,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-07-22,1,1,1,LEVE,Seguridad,1,1,2024-07-22
5791,Valentina,78.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Salud,Urgente,2023-10-14,0,1,1,GRAVE,Salud,1,1,2023-10-14
5792,Ana,51.0,M,Bogotá,no hay suficientes escuelas públicas.,Educación,Urgente,2023-04-10,0,1,0,GRAVE,Educación,1,1,2023-04-10
5793,Ana,,F,Barranquilla,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-09-06,1,1,1,LEVE,Salud,1,1,2023-09-06
5794,Juan,60.0,M,Pereira,faltan médicos en el centro de salud.,Seguridad,No urgente,2023-11-28,1,1,0,LEVE,Seguridad,1,1,2023-11-28
5795,Laura,65.0,Otro,Pereira,la contaminación del río está aumentando.,Educación,No urgente,2024-02-02,1,0,1,LEVE,Educación,1,1,2024-02-02
5796,Valentina,76.0,Otro,Bogotá,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-10-29,1,0,0,LEVE,Seguridad,1,1,2023-10-29
5797,Laura,41.0,Otro,Cartagena,las basuras no se recogen a tiempo.,Salud,No urgente,2023-09-03,1,1,1,LEVE,Salud,1,1,2023-09-03
5798,Carlos,79.0,F,Santa Marta,queremos más presencia policial.,Seguridad,Urgente,2024-01-21,0,0,1,GRAVE,Seguridad,1,1,2024-01-21
5799,Laura,38.0,Otro,Cúcuta,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2024-02-06,1,1,1,GRAVE,Seguridad,1,1,2024-02-06
5800,Laura,41.0,Otro,Pereira,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-09-17,1,1,0,LEVE,Salud,1,1,2023-09-17
5801,Pedro,79.0,Otro,Cali,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-10-19,0,1,1,LEVE,Seguridad,1,1,2023-10-19
5802,Jorge,18.0,M,Cali,las calles están muy oscuras y peligrosas.,Educación,Urgente,2023-11-09,1,0,1,GRAVE,Educación,1,1,2023-11-09
5803,Camilo,20.0,Otro,Cali,no tenemos centros culturales ni bibliotecas.,Seguridad,No urgente,2024-03-29,0,0,0,LEVE,Seguridad,1,1,2024-03-29
5804,María,37.0,Otro,Bogotá,no hay suficientes escuelas públicas.,Educación,No urgente,2023-06-04,1,0,0,LEVE,Educación,1,1,2023-06-04
5805,Ana,40.0,M,Manizales,necesitamos más acceso a internet en la zona.,Salud,Urgente,2023-01-26,1,0,0,GRAVE,Salud,1,1,2023-01-26
5806,Camilo,42.0,F,Pereira,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-11-19,0,0,0,LEVE,Salud,1,1,2023-11-19
5807,Laura,29.0,Otro,Bogotá,,Salud,Urgente,2024-02-22,0,1,0,GRAVE,Salud,1,1,2024-02-22
5808,Carlos,40.0,M,Santa Marta,no hay suficientes escuelas públicas.,Salud,No urgente,2023-03-20,1,1,1,LEVE,Salud,1,1,2023-03-20
5809,Valentina,33.0,F,Medellín,faltan médicos en el centro de salud.,Educación,Urgente,2024-10-15,0,1,0,GRAVE,Educación,1,1,2024-10-15
5810,Juan,21.0,M,Bogotá,queremos más presencia policial.,Seguridad,No urgente,2024-07-22,0,0,1,LEVE,Seguridad,1,1,2024-07-22
